Timestamp;Revenue
01.01.2015;755,4389063
02.01.2015;992,3380625
03.01.2015;842,9521875
04.01.2015;848,48475
05.01.2015;723,5838438
06.01.2015;588,3160625
07.01.2015;464,7230313
08.01.2015;474,1595938
09.01.2015;888,206875
10.01.2015;721,8843438
11.01.2015;648,0447812
12.01.2015;687,794875
13.01.2015;916,887875
14.01.2015;791,485625
15.01.2015;689,5888438
16.01.2015;566,27175
17.01.2015;652,2592813
18.01.2015;518,69075
19.01.2015;588,5905938
20.01.2015;593,11
21.01.2015;567,0210313
22.01.2015;538,4728125
23.01.2015;483,4118125
24.01.2015;520,0298125
25.01.2015;686,05775
26.01.2015;555,8795938
27.01.2015;505,4539375
28.01.2015;525,9964063
29.01.2015;667,529
30.01.2015;655,6906563
31.01.2015;796,268375
01.02.2015;745,0535
02.02.2015;789,7800938
03.02.2015;570,9017188
04.02.2015;516,30375
05.02.2015;652,248875
06.02.2015;590,5415938
07.02.2015;804,3851875
08.02.2015;795,7829687
09.02.2015;622,5240625
10.02.2015;506,0908125
11.02.2015;643,8824688
12.02.2015;660,0476875
13.02.2015;559,6536875
14.02.2015;529,6952813
15.02.2015;739,5980313
16.02.2015;739,7041875
17.02.2015;608,8390625
18.02.2015;617,8984063
19.02.2015;535,9084688
20.02.2015;810,3529375
21.02.2015;595,89775
22.02.2015;702,0899375
23.02.2015;627,4080313
24.02.2015;255,9660625
25.02.2015;495,1392188
26.02.2015;559,8069375
27.02.2015;518,032875
28.02.2015;537,1095
01.03.2015;694,0354688
02.03.2015;646,5951875
03.03.2015;553,6084063
04.03.2015;574,4426563
05.03.2015;613,0252813
06.03.2015;634,1128125
07.03.2015;595,3941562
08.03.2015;576,0643125
09.03.2015;385,2936875
10.03.2015;457,3742813
11.03.2015;430,238125
12.03.2015;428,2391562
13.03.2015;497,7734375
14.03.2015;654,1600938
15.03.2015;615,0384375
16.03.2015;533,97075
17.03.2015;506,3268125
18.03.2015;345,9682187
19.03.2015;428,957625
20.03.2015;663,4664688
21.03.2015;593,6161562
22.03.2015;676,7799688
23.03.2015;759,1576563
24.03.2015;543,7935625
25.03.2015;572,6897188
26.03.2015;897,2677813
27.03.2015;684,604875
28.03.2015;707,7549375
29.03.2015;1350,383156
30.03.2015;980,476875
31.03.2015;1007,020094
01.04.2015;1010,891313
02.04.2015;724,1995938
03.04.2015;789,6295
04.04.2015;588,5456563
05.04.2015;715,2795625
06.04.2015;700,291125
07.04.2015;652,0706563
08.04.2015;500,0751562
09.04.2015;579,5419375
10.04.2015;570,795125
11.04.2015;985,8570625
12.04.2015;1661,390406
13.04.2015;1068,786469
14.04.2015;626,7360625
15.04.2015;546,2877188
16.04.2015;612,8655313
17.04.2015;494,530875
18.04.2015;798,0607187
19.04.2015;724,716125
20.04.2015;442,1680625
21.04.2015;671,900375
22.04.2015;451,9595625
23.04.2015;366,022
24.04.2015;509,2308438
25.04.2015;608,91275
26.04.2015;657,6584375
27.04.2015;602,96625
28.04.2015;439,3994063
29.04.2015;418,2947188
30.04.2015;459,2869063
01.05.2015;663,1935313
02.05.2015;474,62825
03.05.2015;833,4074375
04.05.2015;604,3865625
05.05.2015;749,760375
06.05.2015;715,4812812
07.05.2015;572,9281875
08.05.2015;525,8301563
09.05.2015;581,2126875
10.05.2015;921,8116875
11.05.2015;480,0221875
12.05.2015;520,2751875
13.05.2015;523,0336563
14.05.2015;522,5875
15.05.2015;668,8105
16.05.2015;646,9539375
17.05.2015;667,37925
18.05.2015;511,2584375
19.05.2015;698,1970313
20.05.2015;623,47225
21.05.2015;475,1850625
22.05.2015;523,047125
23.05.2015;593,0236563
24.05.2015;677,355625
25.05.2015;512,3296563
26.05.2015;684,8820313
27.05.2015;560,1437813
28.05.2015;517,6259687
29.05.2015;512,0301875
30.05.2015;907,7476875
31.05.2015;685,2148438
01.06.2015;674,6660625
02.06.2015;560,9399688
03.06.2015;486,2396875
04.06.2015;503,82775
05.06.2015;460,7887187
06.06.2015;723,6083438
07.06.2015;788,0777812
08.06.2015;784,6720938
09.06.2015;681,898125
10.06.2015;697,8155313
11.06.2015;558,5460313
12.06.2015;557,916
13.06.2015;528,389625
14.06.2015;707,5274687
15.06.2015;579,7414063
16.06.2015;650,1697813
17.06.2015;423,9864687
18.06.2015;538,710625
19.06.2015;371,96575
